EEMMM,FECHA_DEF_CT,INTUBADO_CT,NEUMONIA_CT,EMBARAZO_CT,HABLA_LENGUA_INDIG_CT,DIABETES_CT,EPOC_CT,ASMA_CT,INMUSUPR_CT,HIPERTENSION_CT,OTRA_COM_CT,CARDIOVASCULAR_CT,OBESIDAD_CT,RENAL_CRONICA_CT,TABAQUISMO_CT,OTRO_CASO_CT,RESULTADO_POS,RESULTADO_NEG,RESULTADO_PDT,MUJERES_CT,HOMBRES_CT,LONGITUD,LATITUD,NOM_ENT,NOM_MUN
01001,2,4,41,7,1,51,6,45,14,100,82,18,108,14,95,265,69,673,45,36,33,-102.2958029023545,21.81143623260154,Aguascalientes,Aguascalientes
01002,0,0,0,0,0,3,1,1,0,2,0,0,1,0,1,5,1,7,2,0,1,-102.0456380733432,22.12650816018908,Aguascalientes,Asientos
01003,0,0,3,0,3,3,2,0,0,6,1,2,5,1,6,8,0,28,0,0,0,-102.7049039395209,21.90069448763411,Aguascalientes,Calvillo
01004,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,7,0,0,0,-102.2970416607016,22.36062673896736,Aguascalientes,Cosío
01005,0,1,3,2,0,5,3,6,3,10,7,1,6,2,4,15,2,52,6,0,2,-102.4456492622486,21.93211750620302,Aguascalientes,Jesús María
01006,0,0,1,0,0,1,0,2,0,3,2,1,3,0,4,13,5,23,0,2,3,-102.3016772243551,22.10454236437223,Aguascalientes,Pabellón de Arteaga
01007,0,1,4,0,2,3,1,0,0,7,0,0,5,0,4,14,2,26,3,1,1,-102.3407287274216,22.26740774862223,Aguascalientes,Rincón de Romos
01008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,-102.5258387192294,22.14663460700684,Aguascalientes,San José de Gracia
01009,0,0,2,0,0,1,0,0,0,3,0,0,2,2,1,0,1,8,0,1,0,-102.1921306073213,22.23697375178681,Aguascalientes,Tepezalá
01010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1,-102.0353985228648,21.92151943268495,Aguascalientes,El Llano
01011,0,0,0,0,0,2,0,3,1,2,3,0,5,0,1,4,0,17,0,0,0,-102.2290213836018,22.0330705109468,Aguascalientes,San Francisco de los Romo
02000,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,2,0,1,2,,,,
02001,2,3,23,5,7,23,3,20,2,37,19,7,31,1,27,29,12,142,25,6,6,-114.9572143012188,30.03650954920085,Baja California,Ensenada
02002,22,13,170,11,3,128,15,67,18,225,42,36,171,18,78,249,241,310,271,113,128,-115.166228994233,31.7417443097908,Baja California,Mexicali
02003,2,3,19,1,2,13,7,5,7,23,0,4,12,3,5,7,13,28,28,6,7,-116.2905640746028,32.43546819036516,Baja California,Tecate
02004,45,36,307,16,9,164,24,53,26,252,57,26,209,20,101,203,401,390,390,180,221,-116.8474320421639,32.41283998836974,Baja California,Tijuana
02005,3,7,10,1,0,11,3,5,1,12,1,4,7,3,5,1,9,26,12,7,2,-116.890739793588,32.25294193525151,Baja California,Playas de Rosarito
03000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,,,
03001,0,2,5,1,1,5,0,1,3,8,3,1,7,0,1,13,2,23,9,1,1,-111.8200792262382,25.49134768626627,Baja California Sur,Comondú
03002,0,0,6,0,0,8,0,4,1,5,2,0,1,0,5,10,1,25,4,0,1,-113.2306342672385,27.28609898710681,Baja California Sur,Mulegé
03003,4,3,70,10,2,60,7,33,4,104,11,27,62,10,33,73,67,270,77,34,33,-110.6633119881953,24.19047423539823,Baja California Sur,La Paz
03008,3,1,35,8,1,32,4,16,9,53,18,10,44,0,29,75,122,251,145,51,71,-109.7532777580722,23.27661251551691,Baja California Sur,Los Cabos
03009,0,0,0,0,0,4,0,1,0,2,1,0,1,0,1,10,0,12,0,0,0,-111.4484795178176,25.95317456825174,Baja California Sur,Loreto
04001,0,0,2,0,3,1,0,0,0,2,0,1,3,0,0,0,2,3,0,1,1,-90.21803143885874,20.38438926348043,Campeche,Calkiní
04002,0,0,9,0,1,3,0,5,2,8,3,1,15,0,10,16,10,49,5,2,8,-90.26764807580209,19.6170176475377,Campeche,Campeche
04003,2,0,25,0,1,14,3,4,2,10,3,2,14,0,10,55,22,70,13,4,18,-91.48322870526154,18.52404215614652,Campeche,Carmen
04004,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,3,0,0,0,-90.49931970130277,19.13421880764037,Campeche,Champotón
04005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-90.13541797494753,20.12444165589006,Campeche,Hecelchakán
04006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.6096439688366,19.4740717379277,Campeche,Hopelchén
04007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-91.97387269922999,18.27359983784817,Campeche,Palizada
04009,0,0,2,0,1,1,1,1,0,0,0,0,2,0,0,2,0,8,1,0,0,-90.47435010149847,18.55059825658151,Campeche,Escárcega
04010,0,0,2,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,-89.66157351364092,18.40282911828491,Campeche,Calakmul
04011,1,0,2,0,0,2,2,2,0,3,1,2,3,1,0,3,4,3,1,3,1,-90.71656440025738,18.09903850631431,Campeche,Candelaria
05000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,
05001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-101.2457823748929,27.12239468626545,Coahuila de Zaragoza,Abasolo
05002,0,3,18,1,0,17,1,6,3,21,6,8,21,0,8,15,3,75,21,1,2,-102.0100266488087,29.43260232095648,Coahuila de Zaragoza,Acuña
05003,0,0,2,0,0,5,0,1,0,6,0,2,8,1,4,11,1,18,4,0,1,-100.9160028322692,28.27834827749603,Coahuila de Zaragoza,Allende
05004,0,0,3,1,0,2,1,2,0,1,0,0,2,0,0,5,1,5,9,0,1,-100.6423697158426,25.34135772528837,Coahuila de Zaragoza,Arteaga
05005,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,-100.7992504012378,26.85245277192329,Coahuila de Zaragoza,Candela
05006,1,1,2,1,0,4,0,1,1,3,1,0,6,0,0,4,5,9,14,3,2,-101.3869251521709,26.58623861982857,Coahuila de Zaragoza,Castaños
05007,0,0,0,0,0,3,1,2,0,5,0,0,3,1,1,20,2,10,18,2,0,-102.2989826716286,26.69910386678177,Coahuila de Zaragoza,Cuatro Ciénegas
05008,0,0,0,0,0,2,0,0,0,2,1,0,2,1,3,1,0,1,3,0,0,-101.2795894768276,27.30606523657074,Coahuila de Zaragoza,Escobedo
05009,0,0,4,0,0,7,1,3,2,6,6,3,4,1,5,2,1,6,12,0,1,-103.1808574068478,26.3201457615587,Coahuila de Zaragoza,Francisco I. Madero
05010,1,0,7,0,1,12,3,3,0,15,3,1,15,1,6,34,14,61,34,6,8,-101.5282728824755,26.94769788443644,Coahuila de Zaragoza,Frontera
05014,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,-100.9512640637283,29.002702286551,Coahuila de Zaragoza,Jiménez
05016,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,2,2,0,0,-101.9137193480476,27.15054723328991,Coahuila de Zaragoza,Lamadrid
05017,1,1,7,1,0,14,3,2,1,13,3,4,15,1,6,67,10,53,23,6,4,-103.2150636994244,25.55982485310042,Coahuila de Zaragoza,Matamoros
05018,11,3,35,6,1,64,7,25,14,80,20,8,101,10,51,192,126,302,208,55,71,-101.1943939514232,26.89685678599468,Coahuila de Zaragoza,Monclova
05019,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,3,1,0,1,-101.0833511512629,28.32774739026187,Coahuila de Zaragoza,Morelos
05020,1,0,1,0,0,2,0,3,1,3,0,0,5,0,4,11,1,24,3,1,0,-101.9004662987813,28.40301796224499,Coahuila de Zaragoza,Múzquiz
05021,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,5,1,1,6,0,1,-101.7654255810673,27.22773135751677,Coahuila de Zaragoza,Nadadores
05022,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,5,3,0,0,-100.6204886542605,28.49643866491771,Coahuila de Zaragoza,Nava
05023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-102.8928889145403,27.96561870073677,Coahuila de Zaragoza,Ocampo
05024,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,3,0,2,2,0,0,-102.1146680300139,25.50387171895608,Coahuila de Zaragoza,Parras
05025,0,0,4,0,2,11,0,11,2,28,5,9,18,1,12,61,14,151,52,6,8,-100.6144697145534,28.77982029618424,Coahuila de Zaragoza,Piedras Negras
05027,0,0,4,0,0,6,2,3,1,6,1,0,6,0,3,9,4,15,22,1,3,-101.2820652688746,25.91374759588775,Coahuila de Zaragoza,Ramos Arizpe
05028,0,0,2,0,0,4,1,2,0,3,0,1,4,0,3,6,1,20,3,1,0,-101.1430006498049,27.92287165782547,Coahuila de Zaragoza,Sabinas
05029,1,0,2,0,0,1,0,0,0,4,0,0,3,1,2,7,2,9,1,1,1,-101.7564940839737,26.93983256817522,Coahuila de Zaragoza,Sacramento
05030,1,3,49,3,1,64,9,23,16,96,29,16,83,11,73,134,26,262,230,11,15,-101.1251086979325,25.02914758960357,Coahuila de Zaragoza,Saltillo
05031,0,0,1,0,0,3,0,1,1,4,0,3,7,0,4,6,2,10,5,0,2,-101.9688791725747,27.84012934678949,Coahuila de Zaragoza,San Buenaventura
05032,0,1,2,0,0,5,0,2,3,5,0,1,10,0,3,13,3,20,10,1,2,-101.389758858874,28.06395621224468,Coahuila de Zaragoza,San Juan de Sabinas
05033,0,1,18,0,0,13,3,3,2,11,2,3,6,4,4,15,1,31,17,0,1,-102.7179972192563,26.08404224445379,Coahuila de Zaragoza,San Pedro
05035,1,1,33,2,0,47,5,24,10,63,22,9,50,9,43,112,23,261,137,10,13,-103.2489193366397,25.17007521737535,Coahuila de Zaragoza,Torreón
05036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,-102.9249683071769,25.22186896166087,Coahuila de Zaragoza,Viesca
05037,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,4,0,0,0,-100.7803082245769,28.09739269689598,Coahuila de Zaragoza,Villa Unión
05038,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,-101.3950114478556,28.8119741754033,Coahuila de Zaragoza,Zaragoza
06001,0,1,4,0,0,3,1,0,0,4,1,0,4,1,1,1,0,5,2,0,0,-103.9984204336902,19.0092461966213,Colima,Armería
06002,0,2,10,3,0,4,3,2,1,6,3,3,5,2,3,7,2,29,5,0,2,-103.6326677597427,19.1160960935143,Colima,Colima
06003,0,0,2,0,0,2,0,0,1,1,0,0,2,0,1,0,0,5,0,0,0,-103.7699941435278,19.39344344944792,Colima,Comala
06005,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,1,1,2,3,1,0,-103.5954986362513,19.32684376263885,Colima,Cuauhtémoc
06007,2,0,7,1,0,7,0,3,1,6,2,0,3,2,3,2,7,21,1,4,3,-104.2997986456348,19.1494970064166,Colima,Manzanillo
06009,0,0,13,0,0,7,3,2,1,9,1,3,5,1,3,1,0,24,6,0,0,-103.811,18.86423254439233,Colima,Tecomán
06010,0,0,8,0,1,4,0,1,0,4,0,2,4,1,1,4,2,19,3,1,1,-103.8444266468641,19.3096016592122,Colima,Villa de Álvarez
07001,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.68168539218001,15.4141397937957,Chiapas,Acacoyagua
07002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92.8146568926304,16.55160457814992,Chiapas,Acala
07005,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,-92.85733830140137,17.38559389323158,Chiapas,Amatán
07008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-92.68044800203944,15.75814793992212,Chiapas,Angel Albino Corzo
07009,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,1,1,3,0,0,1,-93.93736052803217,16.2488838993063,Chiapas,Arriaga
07012,0,0,0,0,0,2,0,0,0,2,1,1,0,1,0,0,0,3,0,0,0,-93.31907480292966,16.86660665447009,Chiapas,Berriozábal
07014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.74129239307312,17.0317482289192,Chiapas,El Bosque
07015,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,2,2,0,0,-92.16413446265108,15.08624107060646,Chiapas,Cacahoatán
07016,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,-91.99760375253628,17.779871279332,Chiapas,Catazajá
07017,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,8,1,0,0,-93.86747176388707,16.71296265106666,Chiapas,Cintalapa
07018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-93.12607842352891,17.12057489637378,Chiapas,Coapilla
07019,0,0,2,0,0,2,0,1,2,3,1,1,1,0,1,7,3,5,3,0,3,-92.17897403830646,16.29688357168418,Chiapas,Comitán de Domínguez
07020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-92.77124298284902,15.96089492541208,Chiapas,La Concordia
07021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-93.25286045319912,17.09417441020597,Chiapas,Copainalá
07023,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.68016908643534,16.81936582698487,Chiapas,Chamula
07027,0,0,2,0,0,2,0,2,0,2,1,0,1,0,1,5,3,13,1,0,3,-92.97604928487961,16.60663509838311,Chiapas,Chiapa de Corzo
07028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-92.725944072425,16.55397282394359,Chiapas,Chiapilla
07029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-93.11151996839588,16.99533304895845,Chiapas,Chicoasén
07030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-92.3912898609385,15.79903225713749,Chiapas,Chicomuselo
07031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.03514187537688,17.10969121766681,Chiapas,Chilón
07034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,-92.08776683795807,15.76265142317839,Chiapas,Frontera Comalapa
07035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-92.21319901985241,14.75000927593104,Chiapas,Frontera Hidalgo
07037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.42377325832057,15.00940399984675,Chiapas,Huehuetán
07040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-92.54685429804861,15.09698587139698,Chiapas,Huixtla
07041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,-91.79579481072966,16.20470225640985,Chiapas,La Independencia
07042,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-92.97862919121238,17.29853247297972,Chiapas,Ixhuatán
07048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-93.19333535763948,17.699447208553,Chiapas,Juárez
07052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-91.74028292347236,16.38560263017267,Chiapas,Las Margaritas
07054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.49755248655788,14.88060477642033,Chiapas,Mazatán
07055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.20159972792956,14.82166366201898,Chiapas,Metapa
07057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-92.33146420122222,15.31382590476277,Chiapas,Motozintla
07059,0,0,3,0,2,0,1,0,0,1,1,1,0,0,0,0,2,4,1,1,1,-91.33749873497575,16.70209387743617,Chiapas,Ocosingo
07061,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,-93.49094584440078,16.82629462430288,Chiapas,Ocozocoautla de Espinosa
07065,0,0,1,0,3,2,0,1,0,2,0,1,3,0,2,18,3,30,1,2,1,-91.81265556494199,17.44407559646844,Chiapas,Palenque
07068,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,-93.19914078390393,17.53057652754353,Chiapas,Pichucalco
07069,0,0,1,0,0,2,2,1,1,2,0,1,1,2,0,0,0,3,1,0,0,-93.19240132153077,15.66955613847571,Chiapas,Pijijiapan
07074,0,0,3,0,1,1,0,1,0,0,0,0,3,0,0,0,2,2,2,1,1,-93.2293805785588,17.86422331292064,Chiapas,Reforma
07077,0,0,1,0,1,2,0,0,0,1,0,0,2,0,0,1,1,2,0,1,0,-92.18714148836224,17.43761900354399,Chiapas,Salto de Agua
07078,0,1,7,0,0,3,2,2,1,4,1,1,1,1,6,11,8,17,2,5,3,-92.58994606402862,16.6782971136475,Chiapas,San Cristóbal de las Casas
07079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-93.20967827274983,16.91313318991784,Chiapas,San Fernando
07086,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,1,4,0,0,1,-93.1363322481072,16.58554556840696,Chiapas,Suchiapa
07087,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-92.22712116868611,14.63938353403977,Chiapas,Suchiate
07089,1,0,3,2,0,3,5,3,1,4,4,1,5,2,8,6,5,23,9,0,5,-92.30479678697591,14.93396803956858,Chiapas,Tapachula
07092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-93.3954625718971,17.17295415429768,Chiapas,Tecpatán
07093,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.47200580062298,16.83318847449842,Chiapas,Tenejapa
07094,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,-92.50881225252947,16.56110293359935,Chiapas,Teopisca
07097,1,0,1,0,0,0,0,0,0,0,1,1,3,0,0,2,2,5,1,0,2,-93.69052811239222,15.99699062844869,Chiapas,Tonalá
07099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-91.89940023657759,16.02444313162982,Chiapas,La Trinitaria
07100,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,3,0,1,0,3,-92.26962531738245,17.30078978302515,Chiapas,Tumbalá
07101,0,4,9,2,0,14,2,6,7,31,23,3,24,2,15,50,27,132,9,9,18,-93.13728498580203,16.73944662932255,Chiapas,Tuxtla Gutiérrez
07102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-92.1986782415399,14.89410615281812,Chiapas,Tuxtla Chico
07103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-92.41156438605579,15.14044135619081,Chiapas,Tuzantán
07104,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-92.24643996052664,16.12408314399477,Chiapas,Tzimol
07106,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92.6078968601124,16.31731243142566,Chiapas,Venustiano Carranza
07108,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,3,2,0,1,-93.3755068085867,16.34619519860487,Chiapas,Villaflores
07109,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3,5,0,5,0,0,0,-92.32584884465851,17.18555924687619,Chiapas,Yajalón
07111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-92.78198097565655,16.72191588897702,Chiapas,Zinacantán
07113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-92.69017605751128,16.92183092499687,Chiapas,Aldama
08001,0,0,2,0,0,2,0,0,0,3,0,0,0,0,2,0,2,0,1,1,1,-106.3806920520265,30.44923689901282,Chihuahua,Ahumada
08002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-105.5885689624324,29.07328623032554,Chihuahua,Aldama
08004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-105.8235382261807,28.58222417632972,Chihuahua,Aquiles Serdán
08005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-107.5198551656274,31.33197448293911,Chihuahua,Ascensión
08006,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,3,4,0,0,3,1,-107.291642796132,28.85799667595821,Chihuahua,Bachíniva
08007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-106.5429422637597,26.75306244053496,Chihuahua,Balleza
08011,0,1,3,0,0,2,0,0,2,4,0,1,0,1,0,0,1,3,0,0,1,-104.4236563190047,28.0336976704732,Chihuahua,Camargo
08012,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-107.0632505535915,27.81014580475618,Chihuahua,Carichí
08013,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,-108.2022934167639,30.19391942877997,Chihuahua,Casas Grandes
08017,1,0,10,0,0,2,3,2,2,4,4,1,0,1,2,0,1,13,3,0,1,-106.948693692638,28.72346976773508,Chihuahua,Cuauhtémoc
08019,3,5,55,1,1,19,6,12,3,27,11,5,20,5,12,29,26,90,58,8,18,-106.2325258672669,29.0005522287784,Chihuahua,Chihuahua
08021,0,0,11,2,0,3,2,1,0,7,0,1,2,1,3,1,0,17,2,0,0,-105.4918591039935,28.11949156122888,Chihuahua,Delicias
08027,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,-107.2477648528399,27.15044173920271,Chihuahua,Guachochi
08028,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,-105.6405096927892,30.8272701141166,Chihuahua,Guadalupe
08029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-107.0339368096746,26.16798033301077,Chihuahua,Guadalupe y Calvo
08030,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-108.2740564860661,27.39095152144915,Chihuahua,Guazapares
08032,0,0,6,0,0,4,3,0,3,2,2,1,3,2,2,1,0,8,3,0,0,-105.6970366849836,27.12904341137492,Chihuahua,Hidalgo del Parral
08036,0,0,2,0,0,3,1,0,1,2,0,1,2,1,1,0,0,1,3,0,0,-104.3907024582365,27.08210864229717,Chihuahua,Jiménez
08037,25,19,141,7,2,68,8,27,10,84,36,16,62,14,30,30,102,168,118,40,62,-106.5641134228629,31.44966527855755,Chihuahua,Juárez
08038,0,0,1,0,0,1,1,0,0,2,0,0,3,0,1,0,1,2,0,0,1,-105.0545047393849,28.54101074244463,Chihuahua,Julimes
08045,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,1,2,1,0,1,1,-105.501463551763,28.35062358847581,Chihuahua,Meoqui
08048,0,0,3,0,0,1,1,1,0,2,1,0,0,0,1,0,3,2,0,0,3,-107.1403844909673,29.29526008711986,Chihuahua,Namiquipa
08050,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,-107.7290614561115,30.53284910167963,Chihuahua,Nuevo Casas Grandes
08051,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-108.204803997573,28.15363044202656,Chihuahua,Ocampo
08052,0,0,0,0,2,2,1,0,1,4,1,1,0,1,0,2,1,8,1,0,1,-104.5252959237702,29.36421990742938,Chihuahua,Ojinaga
08053,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-105.9258836182698,31.23816290651832,Chihuahua,Praxedis G. Guerrero
08055,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,-105.7478246699927,28.20504901205462,Chihuahua,Rosales
08060,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-105.7829218501231,26.8039227106495,Chihuahua,Santa Bárbara
08062,0,0,5,0,0,5,0,0,0,4,0,0,0,0,2,0,1,2,3,0,1,-105.3430296485737,28.00108937263901,Chihuahua,Saucillo
09000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,
09002,7,8,84,0,0,53,11,26,16,72,21,13,74,9,54,117,107,316,58,53,54,-99.18210694216141,19.4853286144489,Ciudad de México,Azcapotzalco
09003,8,9,87,8,4,75,14,28,22,97,29,17,98,13,87,206,142,390,81,51,91,-99.15037635226729,19.32666725332579,Ciudad de México,Coyoacán
09004,3,3,26,1,2,19,8,12,12,34,12,8,31,6,30,127,103,180,21,46,57,-99.31072852519479,19.32463430085633,Ciudad de México,Cuajimalpa de Morelos
09005,39,44,236,9,7,130,27,52,35,169,61,30,159,11,145,306,263,639,195,115,148,-99.1158642089222,19.50406520827707,Ciudad de México,Gustavo A. Madero
09006,6,4,82,3,3,67,7,27,7,87,14,15,90,11,56,162,103,253,76,43,60,-99.09432979684306,19.39691189689049,Ciudad de México,Iztacalco
09007,28,44,267,4,12,190,44,44,35,199,48,44,231,26,148,337,327,683,205,131,196,-99.05679896402994,19.34916632061229,Ciudad de México,Iztapalapa
09008,6,6,20,1,1,42,2,5,11,58,10,14,69,1,51,129,57,285,47,26,31,-99.26841290595702,19.26897650299831,Ciudad de México,La Magdalena Contreras
09009,0,2,9,0,4,17,1,4,7,17,2,3,42,3,23,115,47,109,30,22,25,-99.0510954217316,19.13945660041563,Ciudad de México,Milpa Alta
09010,15,17,78,6,3,80,12,28,26,109,41,30,117,20,81,230,178,450,116,74,104,-99.24681971231352,19.33617556179439,Ciudad de México,Álvaro Obregón
09011,2,5,48,1,6,36,11,13,6,49,9,5,61,4,39,146,48,227,92,23,25,-99.0028216148727,19.27699837714976,Ciudad de México,Tláhuac
09012,8,12,79,4,1,71,7,34,16,115,23,27,111,12,78,287,201,452,94,78,123,-99.20622079563364,19.19833967646461,Ciudad de México,Tlalpan
09013,8,6,57,4,6,66,10,17,15,77,27,8,76,10,75,212,104,341,81,39,65,-99.09036360426035,19.24514504599427,Ciudad de México,Xochimilco
09014,5,11,55,2,2,51,13,37,11,104,44,24,83,8,91,152,109,458,59,42,67,-99.16113465838411,19.38064241602143,Ciudad de México,Benito Juárez
09015,13,13,86,1,4,75,13,36,20,107,38,21,91,10,94,186,160,411,82,63,97,-99.14905575652713,19.43137342845858,Ciudad de México,Cuauhtémoc
09016,6,10,59,3,4,37,14,30,21,77,34,18,58,5,68,261,178,373,48,56,122,-99.20456691477467,19.42806236421468,Ciudad de México,Miguel Hidalgo
09017,10,11,64,2,2,62,10,19,13,64,22,7,65,7,57,129,105,253,60,40,65,-99.09310579820725,19.43049545468141,Ciudad de México,Venustiano Carranza
10001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-104.935886225826,24.51111583386699,Durango,Canatlán
10004,0,0,2,0,0,1,1,0,1,2,1,0,1,0,0,0,0,3,0,0,0,-103.7002874208618,24.69480557787946,Durango,Cuencamé
10005,0,4,12,2,1,19,8,7,9,28,26,8,14,3,16,13,5,100,16,2,3,-104.8437012410594,23.97048254577712,Durango,Durango
